 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.962                  2.983                  0.621              
   950.000                 -1.135                  2.824                  0.795              
   900.000                 -4.922                  2.007                  0.725              
   850.000                 -8.478                  1.342                  0.628              
   800.000                -12.140                  0.848                  0.518              
   750.000                -15.931                  0.445                  0.377              
   700.000                -19.923                  0.218                  0.263              
   650.000                -24.355                  0.117                  0.195              
   600.000                -29.255                  0.064                  0.157              
   550.000                -34.654                  0.025                  0.119              
   500.000                -40.689                  0.019                  0.155              
   450.000                -47.354                  0.016                  0.256              
   400.000                -54.669                  0.014                  0.463              
   350.000                -62.754                  0.013                  0.971              
   300.000                -71.339                  0.004                  1.000              
   250.000                -74.972                  0.003                  1.000              
   200.000                -73.602                  0.001                  0.209              
   150.000                -74.157                  0.001                  0.170              
   100.000                -72.287                  0.001                  0.088              
    80.000                -68.811                  0.001                  0.044              
    60.000                -61.059                  0.001                  0.012              
    40.000                -50.767                  0.001                  0.002              
    30.000                -42.494                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
